input_transformed/RAFT_flow/pushup001/frame_0000.png,1
input_transformed/RAFT_flow/pushup001/frame_0001.png,1
input_transformed/RAFT_flow/pushup001/frame_0002.png,1
input_transformed/RAFT_flow/pushup001/frame_0003.png,1
input_transformed/RAFT_flow/pushup001/frame_0004.png,1
input_transformed/RAFT_flow/pushup001/frame_0005.png,1
input_transformed/RAFT_flow/pushup001/frame_0006.png,0
input_transformed/RAFT_flow/pushup001/frame_0007.png,0
input_transformed/RAFT_flow/pushup001/frame_0008.png,0
input_transformed/RAFT_flow/pushup001/frame_0009.png,0
input_transformed/RAFT_flow/pushup001/frame_0010.png,1
input_transformed/RAFT_flow/pushup001/frame_0011.png,1
input_transformed/RAFT_flow/pushup001/frame_0012.png,1
input_transformed/RAFT_flow/pushup001/frame_0013.png,1
input_transformed/RAFT_flow/pushup001/frame_0014.png,0
input_transformed/RAFT_flow/pushup001/frame_0015.png,0
input_transformed/RAFT_flow/pushup001/frame_0016.png,0
input_transformed/RAFT_flow/pushup001/frame_0017.png,0
input_transformed/RAFT_flow/pushup001/frame_0018.png,1
input_transformed/RAFT_flow/pushup001/frame_0019.png,1
input_transformed/RAFT_flow/pushup001/frame_0020.png,1
input_transformed/RAFT_flow/pushup001/frame_0021.png,1
input_transformed/RAFT_flow/pushup001/frame_0022.png,0
input_transformed/RAFT_flow/pushup001/frame_0023.png,0
input_transformed/RAFT_flow/pushup001/frame_0024.png,0
input_transformed/RAFT_flow/pushup001/frame_0025.png,0
input_transformed/RAFT_flow/pushup001/frame_0026.png,1
input_transformed/RAFT_flow/pushup001/frame_0027.png,1
input_transformed/RAFT_flow/pushup001/frame_0028.png,1
input_transformed/RAFT_flow/pushup001/frame_0029.png,1
input_transformed/RAFT_flow/pushup001/frame_0030.png,0
input_transformed/RAFT_flow/pushup001/frame_0031.png,0
input_transformed/RAFT_flow/pushup001/frame_0032.png,0
input_transformed/RAFT_flow/pushup001/frame_0033.png,0
input_transformed/RAFT_flow/pushup001/frame_0034.png,1
input_transformed/RAFT_flow/pushup001/frame_0035.png,1
input_transformed/RAFT_flow/pushup001/frame_0036.png,1
input_transformed/RAFT_flow/pushup001/frame_0037.png,1
input_transformed/RAFT_flow/pushup001/frame_0038.png,0
input_transformed/RAFT_flow/pushup001/frame_0039.png,0
input_transformed/RAFT_flow/pushup001/frame_0040.png,0
input_transformed/RAFT_flow/pushup001/frame_0041.png,0
input_transformed/RAFT_flow/pushup001/frame_0042.png,1
input_transformed/RAFT_flow/pushup001/frame_0043.png,1
input_transformed/RAFT_flow/pushup001/frame_0044.png,1
input_transformed/RAFT_flow/pushup001/frame_0045.png,1
input_transformed/RAFT_flow/pushup001/frame_0046.png,0
input_transformed/RAFT_flow/pushup001/frame_0047.png,0
input_transformed/RAFT_flow/pushup001/frame_0048.png,0
input_transformed/RAFT_flow/pushup001/frame_0049.png,0
input_transformed/RAFT_flow/pushup001/frame_0050.png,1
input_transformed/RAFT_flow/pushup001/frame_0051.png,1
input_transformed/RAFT_flow/pushup001/frame_0052.png,1
input_transformed/RAFT_flow/pushup001/frame_0053.png,1
input_transformed/RAFT_flow/pushup001/frame_0054.png,0
input_transformed/RAFT_flow/pushup001/frame_0055.png,0
input_transformed/RAFT_flow/pushup001/frame_0056.png,0
input_transformed/RAFT_flow/pushup001/frame_0057.png,0
input_transformed/RAFT_flow/pushup001/frame_0058.png,0
input_transformed/RAFT_flow/pushup001/frame_0059.png,1
input_transformed/RAFT_flow/pushup001/frame_0060.png,1
input_transformed/RAFT_flow/pushup001/frame_0061.png,1
input_transformed/RAFT_flow/pushup001/frame_0062.png,1
input_transformed/RAFT_flow/pushup001/frame_0063.png,0
